"id","city","state","lat","long"
31025,"East Prairie","MO","36.7789","-89.3842"
31026,"Duquesne","MO","37.0711","-94.4573"
31027,"Grassy","MO","37.2609","-90.1237"
31028,"University City","MO","38.6657","-90.3315"
31029,"Overland","MO","38.6967","-90.3689"
31030,"Essex","MO","36.8118","-89.8627"
31031,"Chula","MO","39.9219","-93.4777"
31032,"Sturgeon","MO","39.2345","-92.2823"
31033,"Cainsville","MO","40.4398","-93.7747"
31034,"West Line","MO","38.6358","-94.5870"
31035,"Smithville","MO","39.3920","-94.5751"
31036,"Wellston","MO","38.6751","-90.2941"
31037,"Chain-O-Lakes","MO","36.5340","-93.7245"
31038,"Collins","MO","37.8910","-93.6215"
31039,"Lonedell","MO","38.3081","-90.8276"
31040,"Malta Bend","MO","39.1939","-93.3635"
31041,"Hughesville","MO","38.8369","-93.2952"
31042,"Black Jack","MO","38.7993","-90.2640"
31043,"Montgomery City","MO","38.9737","-91.5024"
31044,"Doniphan","MO","36.6234","-90.8219"
31045,"Cobalt Village","MO","37.5454","-90.2876"
31046,"Stewartsville","MO","39.7551","-94.4987"
31047,"Roselle","MO","37.5995","-90.5260"
31048,"Carthage","MO","37.1503","-94.3225"
31049,"Urbana","MO","37.8436","-93.1676"
31050,"Elmer","MO","39.9573","-92.6499"
31051,"Greenville","MO","37.1284","-90.4472"
31052,"Cooter","MO","36.0467","-89.8091"
31053,"Moscow Mills","MO","38.9398","-90.9253"
31054,"Gobler","MO","36.1562","-89.9593"
31055,"High Hill","MO","38.8753","-91.3776"
31056,"Green Park","MO","38.5244","-90.3365"
31057,"Vichy","MO","38.1114","-91.7604"
31058,"McFall","MO","40.1116","-94.2223"
31059,"Desloge","MO","37.8751","-90.5192"
31060,"Thomasville","MO","36.7912","-91.5342"
31061,"Holts Summit","MO","38.6453","-92.1151"
31062,"Winona","MO","37.0042","-91.3270"
31063,"Raymondville","MO","37.3398","-91.8365"
31064,"Hermitage","MO","37.9445","-93.3262"
31065,"Drynob","MO","37.6417","-92.4504"
31066,"Chaffee","MO","37.1812","-89.6615"
31067,"Kahoka","MO","40.4236","-91.7187"
31068,"Silex","MO","39.1252","-91.0577"
31069,"Oakland","MO","38.5769","-90.3849"
31070,"Billings","MO","37.0626","-93.5539"
31071,"Ozark","MO","37.0361","-93.2154"
31072,"Bernie","MO","36.6717","-89.9707"
31073,"Mehlville","MO","38.5019","-90.3150"
31074,"Carytown","MO","37.2616","-94.3344"
31075,"Frankclay","MO","37.8630","-90.6144"
31076,"Northview","MO","37.2867","-92.9966"
31077,"Norwood","MO","37.1072","-92.4189"
31078,"Maryville","MO","40.3429","-94.8709"
31079,"Sundown","MO","36.5660","-92.6380"
31080,"White Church","MO","36.8503","-91.7863"
31081,"Green Ridge","MO","38.6211","-93.4102"
31082,"Claycomo","MO","39.1986","-94.4788"
31083,"Osceola","MO","38.0458","-93.6984"
31084,"Burlington Junction","MO","40.4470","-95.0679"
31085,"Novinger","MO","40.2341","-92.7066"
31086,"New Haven","MO","38.6048","-91.2178"
31087,"New Hampton","MO","40.2652","-94.1952"
31088,"Franklin","MO","39.0112","-92.7550"
31089,"Irondale","MO","37.8356","-90.6718"
31090,"Adrian","MO","38.3960","-94.3498"
31091,"Walker","MO","37.8989","-94.2306"
31092,"Akers","MO","37.3762","-91.5538"
31093,"Duenweg","MO","37.0842","-94.4119"
31094,"Stark City","MO","36.8626","-94.1864"
31095,"Bogard","MO","39.4580","-93.5239"
31096,"Mattese","MO","38.4856","-90.3487"
31097,"Golden","MO","36.5266","-93.6637"
31098,"Maywood","MO","39.9542","-91.6032"
31099,"Chadwick","MO","36.9301","-93.0568"
31100,"Stockton","MO","37.6971","-93.7960"
31101,"Coal","MO","38.3259","-93.6152"
31102,"Fredericktown","MO","37.5643","-90.2987"
31103,"Memphis","MO","40.4614","-92.1704"
31104,"Preston","MO","37.9410","-93.2127"
31105,"Henrietta","MO","39.2371","-93.9386"
31106,"Marston","MO","36.5177","-89.6062"
31107,"Brumley","MO","38.0880","-92.4845"
31108,"Parnell","MO","40.4387","-94.6219"
31109,"Bardley","MO","36.6942","-91.1218"
31110,"Bigelow","MO","40.1098","-95.2893"
31111,"Greendale","MO","38.6938","-90.3124"
31112,"Charity","MO","37.5153","-93.0163"
31113,"Florence","MO","38.5889","-92.9791"
31114,"Ava","MO","36.9546","-92.6661"
31115,"Lancaster","MO","40.5238","-92.5314"
31116,"Union Star","MO","39.9794","-94.5987"
31117,"Diggins","MO","37.1739","-92.8503"
31118,"Schell City","MO","38.0192","-94.1167"
31119,"Tina","MO","39.5379","-93.4414"
31120,"Arbyrd","MO","36.0535","-90.2399"
31121,"Oakwood","MO","39.2005","-94.5704"
31122,"Hurley","MO","36.9305","-93.4996"
31123,"Dellwood","MO","38.7563","-90.2766"
31124,"Unity Village","MO","38.9525","-94.3996"
31125,"Prathersville","MO","39.3153","-94.2738"
31126,"Maryland Heights","MO","38.7188","-90.4749"
31127,"Belleview","MO","37.6875","-90.7404"
31128,"Baldwin Park","MO","38.7939","-94.2469"
31129,"Altamont","MO","39.8886","-94.0866"
31130,"Lithium","MO","37.8330","-89.8851"
31131,"Hillsboro","MO","38.2330","-90.5670"
31132,"Versailles","MO","38.4333","-92.8453"
31133,"Manes","MO","37.3800","-92.3668"
31134,"Bendavis","MO","37.2984","-92.2074"
31135,"Weston","MO","39.4030","-94.8860"
31136,"Wardell","MO","36.3540","-89.8170"
31137,"Linneus","MO","39.8767","-93.1869"
31138,"Saint Charles","MO","38.7958","-90.5159"
31139,"Piedmont","MO","37.1491","-90.6970"
31140,"Wright City","MO","38.8341","-91.0399"
31141,"Appleton City","MO","38.1906","-94.0310"
31142,"River Bend","MO","39.1841","-94.3941"
31143,"Avalon","MO","39.6592","-93.4416"
31144,"Watson","MO","40.4798","-95.6232"
31145,"Wellsville","MO","39.0734","-91.5693"
31146,"Platte City","MO","39.3583","-94.7675"
31147,"Wardsville","MO","38.4900","-92.1791"
31148,"Dennis Acres","MO","37.0464","-94.5043"
31149,"Neelyville","MO","36.5562","-90.5139"
31150,"Tracy","MO","39.3799","-94.7921"
31151,"Hayward","MO","36.3959","-89.6669"
31152,"Winigan","MO","40.0469","-92.9017"
31153,"Elsey","MO","36.8542","-93.5407"
31154,"Iron Mountain","MO","37.6953","-90.6404"
31155,"Twin Oaks","MO","38.5656","-90.5010"
31156,"Three Creeks Village","MO","38.5710","-90.9967"
31157,"Advance","MO","37.1038","-89.9119"
31158,"Shell Knob","MO","36.6105","-93.6041"
31159,"Fort Bellefontaine","MO","38.8362","-90.2421"
31160,"Grandin","MO","36.8308","-90.8221"
31161,"Rosebud","MO","38.3850","-91.4024"
31162,"Powersville","MO","40.5496","-93.3002"
31163,"Arnold","MO","38.4294","-90.3725"
31164,"West Plains","MO","36.7378","-91.8680"
31165,"Vista","MO","37.9891","-93.6637"
31166,"Osage Beach","MO","38.1353","-92.6480"
31167,"Kirksville","MO","40.1986","-92.5753"
31168,"Cameron","MO","39.7469","-94.2364"
31169,"Rensselaer","MO","39.6692","-91.5387"
31170,"Braggadocio","MO","36.1753","-89.8295"
31171,"Morgan","MO","37.5103","-92.6766"
31172,"Thayer","MO","36.5223","-91.5408"
31173,"La Russell","MO","37.1402","-94.0610"
31174,"O'Fallon","MO","38.7851","-90.7176"
31175,"Cook Station","MO","37.8128","-91.4379"
31176,"Dover","MO","39.1941","-93.6895"
31177,"Wyatt","MO","36.9373","-89.1910"
31178,"Lake Lotawana","MO","38.9020","-94.2626"
31179,"Barnard","MO","40.1754","-94.8232"
31180,"Pittsville","MO","38.8506","-93.9902"
31181,"Brewer","MO","37.7836","-89.9180"
31182,"Alba","MO","37.2371","-94.4176"
31183,"The Landing","MO","39.5637","-91.6610"
31184,"Cedar Hill Lakes","MO","38.3299","-90.6582"
31185,"Cuba","MO","38.0671","-91.4057"
31186,"Pierpont","MO","38.8634","-92.3132"
31187,"Fleming","MO","39.1956","-94.0523"
31188,"Pilot Knob","MO","37.6237","-90.6455"
31189,"Turney","MO","39.6377","-94.3210"
31190,"Novelty","MO","40.0124","-92.2073"
31191,"Bell City","MO","37.0237","-89.8196"
31192,"Centerview","MO","38.7452","-93.8453"
31193,"Dawson","MO","37.2570","-92.3079"
31194,"New Bloomfield","MO","38.7168","-92.0915"
31195,"Weingarten","MO","37.8894","-90.2172"
31196,"North Kansas City","MO","39.1396","-94.5643"
31197,"Cottleville","MO","38.7511","-90.6587"
31198,"Warsaw","MO","38.2470","-93.3709"
31199,"Sargeant","MN","43.8057","-92.8006"
31200,"Welcome","MN","43.6662","-94.6071"
31201,"Savage","MN","44.7545","-93.3632"
31202,"Brewster","MN","43.6973","-95.4645"
31203,"Rollins","MN","47.2566","-91.8452"
31204,"Kensington","MN","45.7783","-95.6971"
31205,"Dundee","MN","43.8441","-95.4667"
31206,"Grand Portage","MN","47.9638","-89.6848"
31207,"Ironton","MN","46.4818","-93.9982"
31208,"Nielsville","MN","47.5284","-96.8174"
31209,"Villard","MN","45.7141","-95.2692"
31210,"Tofte","MN","47.5738","-90.8363"
31211,"Isle","MN","46.1398","-93.4597"
31212,"Bald Eagle","MN","45.1019","-93.0138"
31213,"East Bethel","MN","45.3557","-93.2038"
31214,"Becida","MN","47.3541","-95.0811"
31215,"Maple Grove","MN","45.1089","-93.4626"
31216,"Togo","MN","47.8213","-93.1560"
31217,"Fulda","MN","43.8691","-95.6023"
31218,"Lake City","MN","44.4453","-92.2796"
31219,"East Gull Lake","MN","46.3948","-94.3548"
31220,"Freeborn","MN","43.7659","-93.5645"
31221,"Payne","MN","47.0960","-92.5994"
31222,"Alden","MN","43.6695","-93.5735"
31223,"Kellogg","MN","44.3074","-91.9989"
31224,"Zemple","MN","47.3207","-93.7859"
31225,"Scanlon","MN","46.7066","-92.4300"
31226,"Tonka Bay","MN","44.9154","-93.5896"
31227,"Burr","MN","44.7483","-96.3592"
31228,"Perham","MN","46.5989","-95.5745"
31229,"Day","MN","45.7091","-93.3794"
31230,"Easton","MN","43.7661","-93.9000"
31231,"Wanda","MN","44.3148","-95.2131"
31232,"Holland","MN","44.0897","-96.1945"
31233,"Montrose","MN","45.0668","-93.9206"
31234,"Angus","MN","48.0811","-96.7031"
31235,"Hancock","MN","45.4977","-95.7950"
31236,"Swanville","MN","45.9168","-94.6383"
31237,"Littlefork","MN","48.3964","-93.5578"
31238,"Soudan","MN","47.8130","-92.2356"
31239,"Rose Creek","MN","43.6045","-92.8297"
31240,"Lyle","MN","43.5057","-92.9412"
31241,"Cook","MN","47.8410","-92.6882"
31242,"Vesta","MN","44.5066","-95.4139"
31243,"Elmdale","MN","45.8340","-94.4942"
31244,"Finlayson","MN","46.2051","-92.9248"
31245,"Deephaven","MN","44.9294","-93.5239"
31246,"Medford","MN","44.1685","-93.2476"
31247,"Kimball","MN","45.3144","-94.3008"
31248,"Calumet","MN","47.3198","-93.2667"
31249,"Money Creek","MN","43.8214","-91.6135"
31250,"Gonvick","MN","47.7391","-95.5125"
31251,"Gheen","MN","47.9680","-92.8082"
31252,"Dennison","MN","44.4088","-93.0303"
31253,"Oklee","MN","47.8390","-95.8510"
31254,"Aldrich","MN","46.3747","-94.9394"
31255,"Halstad","MN","47.3511","-96.8247"
31256,"Lakeland Shores","MN","44.9478","-92.7612"
31257,"Battle Lake","MN","46.2845","-95.7192"
31258,"Sunrise","MN","45.5469","-92.8549"
31259,"Conger","MN","43.6153","-93.5282"
31260,"Gilman","MN","45.7353","-93.9483"
31261,"Hinckley","MN","46.0121","-92.9256"
31262,"Isabella","MN","47.6171","-91.3549"
31263,"McIntosh","MN","47.6369","-95.8864"
31264,"Wilton","MN","47.5063","-94.9974"
31265,"Shevlin","MN","47.5301","-95.2597"
31266,"Marietta","MN","45.0105","-96.4190"
31267,"Akeley","MN","47.0006","-94.7280"
31268,"Norshor Junction","MN","47.3666","-91.6257"
31269,"New Germany","MN","44.8861","-93.9730"
31270,"Rice","MN","45.7525","-94.2317"
31271,"Taconite","MN","47.3315","-93.3758"
31272,"Nevis","MN","46.9646","-94.8423"
31273,"Minnetonka","MN","44.9332","-93.4617"
31274,"Kelliher","MN","47.9438","-94.4446"
31275,"International Falls","MN","48.5884","-93.4083"
31276,"Boyd","MN","44.8512","-95.9008"
31277,"Walnut Grove","MN","44.2250","-95.4692"
31278,"Brooklyn Center","MN","45.0681","-93.3162"
31279,"Hammond","MN","44.2221","-92.3738"
31280,"Orr","MN","48.0600","-92.8245"
31281,"Darfur","MN","44.0535","-94.8378"
31282,"Holmes City","MN","45.8336","-95.5412"
31283,"Pine Center","MN","46.2144","-93.9144"
31284,"Eden Valley","MN","45.3262","-94.5454"
31285,"Swatara","MN","46.8955","-93.6741"
31286,"Callaway","MN","46.9820","-95.9120"
31287,"Sedan","MN","45.5782","-95.2451"
31288,"Randall","MN","46.0887","-94.5007"
31289,"Henderson","MN","44.5278","-93.9090"
31290,"Fridley","MN","45.0841","-93.2595"
31291,"Rock Creek","MN","45.7604","-92.9088"
31292,"Makinen","MN","47.3572","-92.3677"
31293,"Minnetonka Beach","MN","44.9394","-93.5891"
31294,"Hopkins","MN","44.9260","-93.4056"
31295,"Pine Springs","MN","45.0368","-92.9543"
31296,"Pine Bend","MN","47.4222","-95.5979"
31297,"Huntley","MN","43.7316","-94.2375"
31298,"Santiago","MN","45.5391","-93.8200"
31299,"Eagle Lake","MN","44.1616","-93.8847"
31300,"Petersburg","MN","43.5302","-94.9189"
31301,"Dunnell","MN","43.5605","-94.7752"
31302,"Silver Lake","MN","44.9042","-94.1984"
31303,"Hackensack","MN","46.9269","-94.5159"
31304,"Gowan","MN","46.8641","-92.8471"
31305,"Red Wing","MN","44.5816","-92.6036"
31306,"Margie","MN","48.0952","-93.9399"
31307,"Quamba","MN","45.9155","-93.1753"
31308,"Belview","MN","44.6067","-95.3289"
31309,"McGrath","MN","46.2421","-93.2751"
31310,"New Munich","MN","45.6309","-94.7525"
31311,"Centerville","MN","45.1640","-93.0540"
31312,"Saum","MN","47.9747","-94.6769"
31313,"West Saint Paul","MN","44.9018","-93.0858"
31314,"Wannaska","MN","48.6583","-95.7347"
31315,"Wacouta","MN","44.5450","-92.4349"
31316,"White Bear Lake","MN","45.0655","-93.0149"
31317,"Winthrop","MN","44.5429","-94.3627"
31318,"Hermantown","MN","46.8058","-92.2407"
31319,"Landfall","MN","44.9506","-92.9769"
31320,"Kerrick","MN","46.3386","-92.5843"
31321,"Hatfield","MN","43.9546","-96.1905"
31322,"Little Canada","MN","45.0244","-93.0863"
31323,"Paynesville","MN","45.3785","-94.7217"
31324,"Correll","MN","45.2320","-96.1627"
31325,"Wood Lake","MN","44.6513","-95.5358"
31326,"Manhattan Beach","MN","46.7370","-94.1396"
31327,"Le Sueur","MN","44.4703","-93.9025"
31328,"Turtle River","MN","47.5882","-94.7581"
31329,"Green Valley","MN","44.5269","-95.7572"
31330,"Saint Martin","MN","45.5028","-94.6677"
31331,"Le Center","MN","44.3866","-93.7311"
31332,"Dexter","MN","43.7196","-92.7019"
31333,"Plato","MN","44.7723","-94.0393"
31334,"Biscay","MN","44.8262","-94.2741"
31335,"Grove City","MN","45.1480","-94.6815"
31336,"Magnolia","MN","43.6441","-96.0753"
31337,"Wyattville","MN","43.9408","-91.7902"
31338,"Starbuck","MN","45.6121","-95.5333"
31339,"Canton","MN","43.5298","-91.9299"
31340,"Richmond","MN","45.4556","-94.5155"
31341,"Clearwater","MN","45.4102","-94.0445"
31342,"Willow River","MN","46.3204","-92.8350"
31343,"Fountain","MN","43.7426","-92.1342"
31344,"Stacy","MN","45.3836","-92.9935"
31345,"Center City","MN","45.3942","-92.8141"
31346,"Alberta","MN","45.5749","-96.0505"
31347,"Wales","MN","47.2349","-91.7468"
31348,"Lastrup","MN","46.0398","-94.0621"
31349,"Norwood Young America","MN","44.7722","-93.9194"
31350,"Shorewood","MN","44.9131","-93.5797"
31351,"Columbus","MN","45.2685","-93.0810"
31352,"Lilydale","MN","44.9096","-93.1301"
31353,"Saint Hilaire","MN","48.0135","-96.2137"
31354,"Buffalo","MN","45.1794","-93.8644"
31355,"Ostrander","MN","43.6137","-92.4263"
31356,"Lewisville","MN","43.9241","-94.4340"
31357,"Ellendale","MN","43.8727","-93.2993"
31358,"Wykoff","MN","43.7086","-92.2674"
31359,"Kingsdale","MN","46.2383","-92.3116"
31360,"Swan River","MN","47.0866","-93.1949"
31361,"Brownsville","MN","43.6992","-91.2823"
31362,"Ponsford","MN","46.9700","-95.3839"
31363,"Clarks Grove","MN","43.7618","-93.3290"
31364,"Avoca","MN","43.9490","-95.6465"
31365,"Twin Lakes","MN","43.5609","-93.4236"
31366,"Beaver Creek","MN","43.6124","-96.3624"
31367,"Elbow Lake","MN","45.9905","-95.9776"
31368,"Freedhem","MN","46.0564","-94.2086"
31369,"Greenbush","MN","48.7010","-96.1835"
31370,"Glencoe","MN","44.7698","-94.1513"
31371,"Pine River","MN","46.7225","-94.3975"
31372,"Kennedy","MN","48.6428","-96.9106"
31373,"Vermillion","MN","44.6736","-92.9643"
31374,"Bricelyn","MN","43.5607","-93.8131"
31375,"Coleraine","MN","47.2638","-93.4524"
31376,"Halma","MN","48.6600","-96.5972"
31377,"Ronneby","MN","45.6853","-93.8601"
31378,"Norcross","MN","45.8687","-96.1964"
31379,"Greenleafton","MN","43.5802","-92.2093"
31380,"Hill City","MN","46.9830","-93.5959"
31381,"Westbrook","MN","44.0422","-95.4375"
31382,"Mound","MN","44.9336","-93.6608"
31383,"Boy River","MN","47.1669","-94.1234"
31384,"Prior Lake","MN","44.7251","-93.4409"
31385,"Hallock","MN","48.7660","-96.9427"
31386,"Vernon Center","MN","43.9626","-94.1666"
31387,"Greenfield","MN","45.0997","-93.6884"
31388,"Edina","MN","44.8914","-93.3602"
31389,"Butterfield","MN","43.9586","-94.7939"
31390,"Brainerd","MN","46.3553","-94.1982"
31391,"Crown","MN","45.4447","-93.4602"
31392,"Byron","MN","44.0379","-92.6411"
31393,"Redby","MN","47.8717","-94.9184"
31394,"Owatonna","MN","44.0914","-93.2304"
31395,"Roseville","MN","45.0155","-93.1544"
31396,"Perley","MN","47.1761","-96.8015"
31397,"Staples","MN","46.3690","-94.8018"
31398,"Nashwauk","MN","47.3805","-93.1666"
31399,"Cannon Falls","MN","44.5123","-92.9034"
31400,"Amboy","MN","43.8879","-94.1580"
31401,"Comfrey","MN","44.1111","-94.9029"
31402,"Mahtomedi","MN","45.0618","-92.9660"
31403,"Winger","MN","47.5376","-95.9864"
31404,"Utica","MN","43.9772","-91.9494"
31405,"Maynard","MN","44.9057","-95.4687"
31406,"Trimont","MN","43.7611","-94.7162"
31407,"Northcote","MN","48.8453","-97.0012"
31408,"Saint Cloud","MN","45.5339","-94.1719"
31409,"Milaca","MN","45.7573","-93.6522"
31410,"Whyte","MN","47.4516","-91.5621"
31411,"Stevenson","MN","47.4366","-93.0580"
31412,"Pennock","MN","45.1459","-95.1750"
31413,"Cotton","MN","47.1694","-92.4763"
31414,"Forbes","MN","47.3716","-92.6041"
31415,"Alborn","MN","46.9730","-92.5760"
31416,"Bruno","MN","46.2810","-92.6680"
31417,"Hillman","MN","46.0063","-93.8887"
31418,"Whalan","MN","43.7341","-91.9238"
31419,"Effie","MN","47.8412","-93.6377"
31420,"Wayzata","MN","44.9707","-93.5140"
31421,"Hayfield","MN","43.8903","-92.8471"
31422,"Saginaw","MN","46.8591","-92.4444"
31423,"Hartland","MN","43.8040","-93.4845"
31424,"Raymond","MN","45.0184","-95.2367"
31425,"Vining","MN","46.2612","-95.5342"
31426,"Cohasset","MN","47.2389","-93.6396"
31427,"Wilmont","MN","43.7651","-95.8279"
31428,"Prosit","MN","46.9980","-92.6177"
31429,"Eldred","MN","47.6828","-96.7804"
31430,"Whipholt","MN","47.0436","-94.3860"
31431,"Heidelberg","MN","44.4932","-93.6264"
31432,"White Earth","MN","47.0977","-95.8445"
31433,"Winnebago","MN","43.7642","-94.1705"
31434,"Edgerton","MN","43.8753","-96.1304"
31435,"Jordan","MN","44.6652","-93.6351"
31436,"Montevideo","MN","44.9505","-95.7154"
31437,"Philbrook","MN","46.2833","-94.7170"
31438,"Glenville","MN","43.5738","-93.2817"
31439,"Bovey","MN","47.2961","-93.4036"
31440,"Greenview","MN","47.6258","-96.5606"
31441,"Lakeland","MN","44.9503","-92.7700"
31442,"Mounds View","MN","45.1071","-93.2078"
31443,"Barrett","MN","45.9124","-95.8943"
31444,"Hanover","MN","45.1580","-93.6631"
31445,"Viking","MN","48.2182","-96.4068"
31446,"Cormorant","MN","46.7305","-96.0656"
31447,"Spring Hill","MN","45.5233","-94.8317"
31448,"Two Harbors","MN","47.0300","-91.6750"
31449,"Riverton","MN","46.4584","-94.0489"
31450,"Aitkin","MN","46.5303","-93.7051"
31451,"Hamel","MN","45.0411","-93.5255"
31452,"Barnesville","MN","46.6501","-96.4164"
31453,"Palisade","MN","46.7126","-93.4889"
31454,"Dorothy","MN","47.9277","-96.4467"
31455,"Bayport","MN","45.0152","-92.7789"
31456,"Blackberry","MN","47.1808","-93.3905"
31457,"Reads Landing","MN","44.4022","-92.0791"
31458,"Lucan","MN","44.4100","-95.4135"
31459,"Oak Park","MN","45.6977","-93.8180"
31460,"Nicollet","MN","44.2747","-94.1885"
31461,"Anoka","MN","45.2099","-93.3893"
31462,"Carlos","MN","45.9741","-95.2925"
31463,"Danube","MN","44.7910","-95.1029"
31464,"Belgrade","MN","45.4507","-94.9998"
31465,"Jacobson","MN","47.0008","-93.2674"
31466,"Clitherall","MN","46.2744","-95.6310"
31467,"Crookston","MN","47.7747","-96.6062"
31468,"Fairmont","MN","43.6441","-94.4621"
31469,"Sobieski","MN","45.9230","-94.4820"
31470,"Elmore","MN","43.5069","-94.0888"
31471,"Hibbing","MN","47.3981","-92.9487"
31472,"Saint James","MN","43.9832","-94.6249"
31473,"Mabel","MN","43.5198","-91.7680"
31474,"Janesville","MN","44.1214","-93.7107"
31475,"Euclid","MN","47.9719","-96.6390"
31476,"Morton","MN","44.5534","-94.9850"
31477,"Northfield","MN","44.4550","-93.1698"
31478,"Wilson","MN","43.9600","-91.6846"
31479,"Circle Pines","MN","45.1409","-93.1506"
31480,"Urbank","MN","46.1245","-95.5110"
31481,"Arlington","MN","44.6085","-94.0764"
31482,"Wyoming","MN","45.3365","-92.9766"
31483,"Saint Bonifacius","MN","44.9054","-93.7476"
31484,"Strathcona","MN","48.5537","-96.1670"
31485,"Montgomery","MN","44.4451","-93.5797"
31486,"Chanhassen","MN","44.8544","-93.5620"
31487,"Afton","MN","44.9042","-92.8174"
31488,"Ceylon","MN","43.5329","-94.6309"
31489,"Rochert","MN","46.8600","-95.6878"
31490,"Dresbach","MN","43.8955","-91.3432"
31491,"Cromwell","MN","46.6795","-92.8730"
31492,"Waltham","MN","43.8193","-92.8746"
31493,"Bluffton","MN","46.4696","-95.2337"
31494,"Shaw","MN","47.1133","-92.3530"
31495,"Waverly","MN","45.0650","-93.9663"
31496,"Ashby","MN","46.0931","-95.8154"
31497,"Oak Grove","MN","45.3409","-93.3264"
31498,"Stanton","MN","44.4719","-93.0230"
31499,"Chokio","MN","45.5731","-96.1746"
31500,"De Graff","MN","45.2598","-95.4686"
31501,"Schroeder","MN","47.5443","-90.8918"
31502,"Askov","MN","46.1886","-92.7824"
31503,"Delhi","MN","44.5979","-95.2134"
31504,"Monticello","MN","45.2980","-93.7982"
31505,"Brooks","MN","47.8165","-96.0036"
31506,"North Oaks","MN","45.1002","-93.0881"
31507,"Waskish","MN","48.1614","-94.5125"
31508,"Fossum","MN","47.2386","-96.1762"
31509,"Evan","MN","44.3549","-94.8361"
31510,"Hamburg","MN","44.7328","-93.9644"
31511,"Castle Danger","MN","47.1208","-91.5032"
31512,"Lake Bronson","MN","48.7322","-96.6640"
31513,"Avon","MN","45.6094","-94.4603"
31514,"Borup","MN","47.1803","-96.5058"
31515,"Rutledge","MN","46.2570","-92.8696"
31516,"Nett Lake","MN","48.1146","-93.0811"
31517,"Royalton","MN","45.8303","-94.2931"
31518,"Dalbo","MN","45.6589","-93.3988"
31519,"New York Mills","MN","46.5211","-95.3725"
31520,"Rogers","MN","45.1865","-93.5783"
31521,"Clontarf","MN","45.3769","-95.6769"
31522,"Morrill","MN","45.8389","-93.9697"
31523,"Birchwood","MN","45.0611","-92.9760"
31524,"Prinsburg","MN","44.9349","-95.1870"
31525,"Gluek","MN","44.9852","-95.4734"
31526,"Saint Nicholas","MN","45.3808","-94.4367"
31527,"Nassau","MN","45.0677","-96.4417"
31528,"Tower","MN","47.8101","-92.2832"
31529,"Sebeka","MN","46.6290","-95.0878"
31530,"Kasota","MN","44.2916","-93.9690"
31531,"Hoyt Lakes","MN","47.5600","-92.1159"
31532,"Buhl","MN","47.4993","-92.7695"
31533,"Loman","MN","48.5127","-93.8029"
31534,"Maple Bay","MN","47.6358","-96.2251"
31535,"Pine City","MN","45.8353","-92.9687"
31536,"Argyle","MN","48.3365","-96.8162"
31537,"Rushford","MN","43.8131","-91.7535"
31538,"Amiret","MN","44.3166","-95.6970"
31539,"Nimrod","MN","46.6375","-94.8805"
31540,"Milan","MN","45.1126","-95.9117"
31541,"Wawina","MN","47.0530","-93.1191"
31542,"Karlstad","MN","48.5780","-96.5169"
31543,"Gary","MN","47.3725","-96.2656"
31544,"Bigfork","MN","47.7473","-93.6525"
31545,"Rosewood","MN","48.1894","-96.2903"
31546,"Ray","MN","48.4108","-93.2104"
31547,"Watertown","MN","44.9600","-93.8435"
31548,"Browerville","MN","46.0807","-94.8646"
31549,"Renville","MN","44.7908","-95.2048"
31550,"Belle Plaine","MN","44.6189","-93.7639"
31551,"Elkton","MN","43.6602","-92.7065"
31552,"Waseca","MN","44.0827","-93.5026"
31553,"Long Lake","MN","44.9841","-93.5689"
31554,"Kettle River","MN","46.4862","-92.8775"
31555,"Isanti","MN","45.4928","-93.2415"
31556,"Theilman","MN","44.2891","-92.1921"
31557,"Saint Rosa","MN","45.7286","-94.7162"
31558,"Wrenshall","MN","46.6217","-92.3840"
31559,"Lake Crystal","MN","44.1054","-94.2189"
31560,"Harmony","MN","43.5540","-92.0075"
31561,"Mora","MN","45.8766","-93.2916"
31562,"Lakefield","MN","43.6778","-95.1697"
31563,"Hayward","MN","43.6499","-93.2460"
31564,"Strandquist","MN","48.4894","-96.4479"
31565,"Elizabeth","MN","46.3798","-96.1309"
31566,"Melrude","MN","47.2455","-92.4171"
31567,"Claremont","MN","44.0449","-92.9976"
31568,"Holt","MN","48.2929","-96.1945"
31569,"Keewatin","MN","47.4006","-93.0828"
31570,"Terrebonne","MN","47.8325","-96.1334"
31571,"Craigville","MN","47.9030","-93.6130"
31572,"Sunburg","MN","45.3476","-95.2400"
31573,"Crane Lake","MN","48.2666","-92.4885"
31574,"Martin Lake","MN","45.3825","-93.0885"
31575,"Manchester","MN","43.7256","-93.4510"
31576,"Lake Shore","MN","46.5040","-94.3635"
31577,"Deer River","MN","47.3409","-93.7961"
31578,"Brook Park","MN","45.9484","-93.0728"
31579,"East Chain","MN","43.5588","-94.3652"
31580,"Holloway","MN","45.2441","-95.9112"
31581,"Bellechester","MN","44.3710","-92.5113"
31582,"Forest Lake","MN","45.2536","-92.9583"
31583,"Brookston","MN","46.8654","-92.6024"
31584,"Fairhaven","MN","45.3232","-94.2040"
31585,"Matawan","MN","43.8580","-93.6361"
31586,"Scandia","MN","45.2540","-92.8278"
31587,"Sherburn","MN","43.6547","-94.7273"
31588,"Clementson","MN","48.6908","-94.4363"
31589,"Floodwood","MN","46.9169","-92.9191"
31590,"Rush City","MN","45.6877","-92.9655"
31591,"Lake Elmo","MN","44.9944","-92.9031"
31592,"New Ulm","MN","44.3120","-94.4680"
